Jogo	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15
J2980	1	2	4	7	8	12	14	15	16	17	19	20	21	24	25
J2981	1	2	5	6	9	10	13	14	17	19	20	21	22	24	25
J2982	2	6	7	8	10	12	14	15	16	18	19	20	21	23	24
J2983	1	2	3	4	6	7	8	9	12	13	15	19	23	24	25
J2984	2	3	5	6	7	8	9	13	14	15	18	20	23	24	25
J2985	2	3	4	5	7	11	12	14	15	18	19	21	22	24	25
J2986	1	3	4	7	10	12	13	14	16	18	19	20	22	23	25
J2987	1	3	4	6	7	8	11	12	13	14	15	16	17	18	20
J2988	1	3	6	7	9	10	11	12	13	14	17	19	20	22	23
J2989	1	2	4	11	12	13	15	16	18	19	20	22	23	24	25
J2990	3	4	5	6	10	12	13	16	18	20	21	22	23	24	25
J2991	1	2	3	4	5	6	9	11	12	13	14	16	22	23	25
J2992	1	4	5	6	8	9	12	14	17	18	19	21	22	23	25
J2993	1	2	3	4	5	7	8	12	13	15	16	18	19	24	25
J2994	2	3	4	5	8	9	11	13	15	16	17	18	19	20	21
J2995	1	2	3	4	6	11	12	16	19	20	21	22	23	24	25
J2996	1	2	3	4	5	10	11	14	15	17	18	19	20	22	24
J2997	2	3	4	5	7	8	9	11	14	17	19	20	22	23	25
J2998	2	6	7	9	10	12	13	14	16	17	18	19	21	23	25
J2999	1	2	3	4	7	10	11	13	17	18	19	20	22	24	25
J3000	1	2	5	6	9	10	11	12	15	17	18	19	21	24	25
J3001	2	4	6	10	11	12	13	14	18	19	20	21	23	24	25
J3002	3	4	6	7	8	10	12	14	15	18	19	21	22	23	25
J3003	1	2	5	8	9	10	11	13	14	16	18	19	22	23	25
J3004	1	4	5	8	9	10	11	12	14	16	18	19	21	24	25
J3005	1	2	3	5	7	9	10	12	13	16	18	19	21	24	25
J3006	1	3	4	5	6	8	9	10	11	12	15	19	21	23	25
J3007	2	3	4	10	11	12	14	15	16	20	21	22	23	24	25
J3008	1	2	4	6	7	8	9	10	12	13	15	16	18	19	24
J3009	2	3	4	7	9	11	12	14	18	19	20	22	23	24	25
J3010	1	2	3	6	7	8	11	12	14	15	16	17	18	20	25
J3011	1	2	3	4	5	7	8	9	10	11	13	15	21	23	24
J3012	1	2	3	5	6	7	14	15	16	17	20	21	23	24	25
J3013	1	2	3	5	7	8	10	11	13	15	17	18	19	21	22
J3014	2	5	7	8	9	11	12	13	14	16	17	19	21	23	24
J3015	1	3	4	5	6	7	8	10	12	13	14	17	19	20	22
J3016	1	3	5	7	8	9	10	11	12	13	18	20	23	24	25
J3017	1	2	3	5	6	7	9	11	12	15	16	17	19	20	21
J3018	1	2	3	5	9	10	13	15	16	17	20	21	23	24	25
J3019	1	2	3	4	6	9	10	11	12	13	16	17	18	20	21
J3020	2	3	6	7	10	13	14	15	17	18	19	20	22	23	24
J3021	2	4	5	7	8	10	11	12	13	14	19	20	23	24	25
J3022	6	7	8	9	10	12	13	14	15	16	17	20	21	23	25
J3023	2	3	6	7	10	12	13	15	16	18	20	21	22	23	25
J3024	1	2	4	6	7	9	11	12	15	17	19	22	23	24	25
J3025	3	4	6	7	8	11	12	13	14	16	19	21	22	23	24
J3026	1	2	3	4	5	6	9	10	12	15	16	17	21	22	23
J3027	3	5	6	8	11	13	14	15	17	18	19	20	22	23	25
J3028	1	2	3	4	6	10	11	15	17	18	19	21	22	24	25
J3029	5	6	7	8	9	10	12	13	15	16	17	18	20	22	25
J3030	1	3	4	5	6	8	10	13	14	15	17	18	22	24	25
J3031	2	3	6	7	8	9	10	11	12	13	14	20	23	24	25
J3032	1	2	4	6	7	8	10	11	14	15	17	18	19	23	24
J3033	1	2	3	4	6	7	9	10	11	13	15	19	23	24	25
J3034	2	3	6	7	8	9	11	12	13	14	16	18	19	22	25
J3035	1	5	7	8	9	12	13	14	17	18	20	21	23	24	25
J3036	1	4	5	7	8	9	11	13	14	17	18	20	21	22	25
J3037	1	2	3	4	7	8	9	10	11	12	15	16	20	22	23
J3038	2	3	4	5	11	12	16	17	18	20	21	22	23	24	25
J3039	1	2	4	5	6	7	8	10	11	13	18	19	22	24	25
J3040	2	3	4	5	7	8	9	10	11	12	14	16	18	20	21
J3041	1	3	5	8	9	10	11	12	13	15	16	18	21	22	25
J3042	1	3	4	5	7	8	9	10	11	17	19	21	22	24	25
J3043	1	2	3	4	8	9	10	12	13	14	15	17	18	24	25
J3044	2	3	6	8	9	12	13	16	17	18	19	20	21	22	24
J3045	2	3	5	8	9	10	12	15	16	17	18	20	21	23	25
J3046	1	3	4	5	6	7	12	13	15	18	20	21	22	23	25
J3047	1	2	4	7	8	9	10	11	14	15	17	18	21	24	25
J3048	3	4	5	7	8	10	11	16	18	19	20	21	23	24	25
J3049	1	2	3	4	5	7	8	9	12	13	14	15	17	19	20
J3050	4	5	6	7	8	9	14	18	19	20	21	22	23	24	25
J3051	2	3	4	6	9	10	11	12	15	17	18	20	21	22	25
J3052	2	3	4	8	9	10	11	14	15	18	19	20	21	23	24
J3053	2	4	5	7	8	12	13	14	16	17	18	19	21	22	23
J3054	1	2	4	8	9	10	14	15	18	19	20	21	22	23	24
J3055	2	3	7	8	9	10	11	12	14	15	17	20	21	22	23
J3056	1	2	3	4	5	8	9	15	16	17	19	21	22	23	25
J3057	1	3	4	8	11	13	15	16	18	19	20	21	22	23	24
J3058	1	2	5	7	8	9	10	13	14	15	16	19	22	24	25
J3059	1	3	4	5	7	8	11	12	15	16	18	19	20	21	25
J3060	2	4	5	7	8	10	12	13	14	17	19	21	22	24	25
J3061	1	2	3	8	9	11	12	13	14	15	17	18	19	20	22
J3062	2	4	6	7	8	9	10	11	12	13	17	19	20	24	25
J3063	2	4	5	7	8	10	12	14	16	17	18	19	20	21	22
J3064	4	5	6	7	10	11	12	13	14	15	17	18	21	23	25
J3065	1	6	7	9	10	12	14	15	16	17	20	21	22	23	24
J3066	1	3	5	10	11	12	13	14	16	17	19	21	22	23	25
J3067	1	2	5	7	8	9	11	13	14	17	19	20	21	22	24
J3068	1	2	3	4	5	6	10	11	12	13	14	16	18	19	25
J3069	3	4	5	9	11	12	14	15	16	17	19	20	22	23	25
J3070	3	5	7	8	10	11	13	14	15	19	20	21	23	24	25
J3071	1	2	4	7	8	10	11	12	14	15	17	19	21	23	25
J3072	1	2	3	4	5	6	8	11	13	14	15	17	20	21	25
J3073	1	2	3	5	7	8	9	10	11	12	16	17	22	24	25
J3074	2	3	4	6	7	8	9	10	16	17	19	20	23	24	25
J3075	1	3	4	6	7	9	12	13	14	15	16	17	20	22	25
J3076	1	2	5	6	7	9	10	12	13	14	16	17	22	24	25
J3077	2	5	7	8	9	10	11	12	15	16	17	18	21	22	23
J3078	2	6	7	8	9	10	11	13	14	15	19	20	21	22	23
J3079	1	2	4	5	6	7	8	10	12	13	14	16	18	24	25
J3080	1	3	4	5	6	7	9	10	11	13	15	17	18	20	25
J3081	1	2	4	5	6	10	13	15	17	18	19	21	23	24	25
J3082	1	3	4	5	6	7	9	10	12	13	17	18	19	21	24
J3083	2	4	5	7	8	9	10	11	12	15	18	19	20	21	23
J3084	1	2	4	5	9	12	16	17	18	19	20	22	23	24	25
J3085	2	3	4	6	7	9	11	12	13	14	15	19	20	24	25
J3086	1	3	4	5	6	7	11	12	13	16	17	18	19	21	23
J3087	1	2	3	4	5	6	7	10	12	14	17	18	21	24	25
J3088	1	2	3	5	9	10	11	13	15	18	20	21	22	23	25
J3089	1	2	4	5	8	10	11	12	13	15	18	20	21	22	23
J3090	1	3	4	8	10	11	13	14	17	18	19	21	22	23	25
J3091	2	4	5	8	9	11	13	14	15	18	19	20	21	24	25
J3092	1	4	5	6	8	9	10	13	15	17	20	21	22	23	25
J3093	1	2	3	5	6	7	10	12	14	16	17	20	22	24	25
J3094	2	3	4	5	6	8	10	12	13	14	15	17	18	21	22
J3095	1	2	4	5	6	7	8	10	11	12	19	21	22	23	24
J3096	2	3	4	6	9	13	14	15	16	17	19	20	21	22	25
J3097	1	2	3	4	7	8	9	12	13	14	15	17	18	20	25
J3098	1	2	3	5	6	8	10	11	13	14	15	16	19	21	24
J3099	1	5	6	7	8	10	11	12	17	18	20	21	22	23	25
J3100	1	2	3	4	6	8	9	10	15	16	18	20	21	22	25
J3101	3	8	9	10	11	12	15	17	18	19	20	21	23	24	25
J3102	1	8	10	11	12	13	14	15	16	18	19	20	21	24	25
J3103	2	5	6	7	8	11	12	13	15	16	17	22	23	24	25
J3104	1	2	3	4	5	6	8	9	10	13	15	17	19	24	25
J3105	2	4	5	6	8	10	12	14	15	16	17	22	23	24	25
J3106	2	3	4	7	10	12	13	14	15	17	19	20	21	22	25
J3107	1	2	3	4	5	7	9	10	12	13	16	17	19	23	25
J3108	2	3	4	6	7	11	12	13	14	15	18	20	22	23	25
J3109	1	3	5	8	9	10	12	15	16	17	18	19	20	21	23
J3110	1	3	4	6	9	12	13	14	15	16	18	20	23	24	25
J3111	2	3	4	5	7	9	10	12	13	15	16	18	19	22	23
J3112	1	2	3	5	7	8	9	11	12	15	16	18	19	20	22
J3113	1	3	5	6	8	9	11	14	16	18	21	22	23	24	25
J3114	2	3	4	5	6	7	8	10	12	13	14	16	21	23	25
J3115	1	3	4	6	9	11	12	13	15	16	18	20	22	24	25
J3116	2	3	4	5	7	9	12	14	15	16	19	21	22	23	24
J3117	1	2	4	7	9	11	12	15	16	17	18	19	21	22	23
J3118	1	6	7	10	11	12	14	15	18	19	21	22	23	24	25
J3119	2	4	7	8	9	10	12	14	16	19	21	22	23	24	25
J3120	1	3	4	5	7	8	10	11	13	15	16	17	18	19	21
J3121	1	2	3	4	6	7	8	11	14	17	19	22	23	24	25
J3122	1	2	3	4	7	12	13	15	17	18	19	21	22	23	25
J3123	1	3	5	8	9	13	14	15	16	17	21	22	23	24	25
J3124	1	3	5	9	12	13	14	15	16	17	19	20	21	22	25
J3125	3	5	6	9	10	12	13	14	16	17	18	19	20	21	24
J3126	1	4	5	6	7	9	10	13	14	16	19	21	23	24	25
J3127	2	3	4	7	12	14	15	16	18	20	21	22	23	24	25
J3128	1	2	5	8	9	10	11	13	14	16	17	18	20	21	24
J3129	1	2	4	6	7	8	14	15	16	17	18	19	22	23	25
J3130	1	2	5	8	9	10	12	13	14	15	16	20	21	22	24
J3131	2	3	4	5	6	7	8	9	12	14	17	22	23	24	25
J3132	2	3	4	5	7	10	11	13	14	15	16	22	23	24	25
J3133	2	5	6	9	10	11	12	14	15	17	19	20	22	24	25
J3134	1	3	6	7	8	9	12	13	14	15	18	19	20	21	25
J3135	1	2	3	5	9	10	11	13	17	20	21	22	23	24	25
J3136	2	4	6	8	10	12	13	14	15	17	18	19	20	22	23
J3137	1	4	6	7	8	9	12	13	15	18	20	21	23	24	25
J3138	1	2	3	4	6	7	17	18	19	20	21	22	23	24	25
J3139	1	3	4	6	7	8	9	11	13	15	17	18	20	21	25
J3140	1	2	3	6	7	8	10	11	14	15	17	19	22	23	25
J3141	2	3	7	8	10	11	13	14	15	17	19	20	22	23	24
J3142	1	3	4	6	7	9	10	13	14	15	16	17	18	20	22
J3143	2	5	6	9	12	13	14	15	17	18	19	20	21	23	25
J3144	1	3	4	6	7	8	10	12	13	14	15	16	18	22	24
J3145	1	2	4	7	9	12	13	14	16	17	18	19	20	23	25
J3146	2	3	5	8	9	11	13	14	15	17	18	19	20	22	23
J3147	2	4	5	6	7	8	10	11	13	14	15	16	17	18	24
J3148	1	2	5	7	8	9	10	12	16	19	21	22	23	24	25
J3149	1	3	5	6	8	9	11	12	14	15	17	19	20	21	23
J3150	1	2	5	6	9	11	12	13	14	15	16	17	20	24	25
J3151	2	3	5	6	7	8	10	12	14	15	16	18	22	23	25
J3152	1	2	5	6	7	8	9	10	14	15	19	21	22	23	25
J3153	1	2	3	5	7	8	10	13	15	18	21	22	23	24	25
J3154	1	2	3	4	8	9	12	14	15	16	18	20	23	24	25
J3155	1	4	5	6	7	8	10	11	13	15	16	18	19	20	21
J3156	1	5	6	8	9	10	12	14	16	17	18	19	20	21	22
J3157	1	2	4	5	7	8	9	10	11	13	14	17	18	20	21
J3158	1	2	4	9	10	11	12	14	15	17	19	22	23	24	25
J3159	1	2	3	4	5	6	7	8	10	12	16	20	21	22	23
J3160	1	3	5	6	7	9	11	12	14	15	17	20	22	23	24
J3161	1	2	4	5	6	8	10	12	15	16	20	21	23	24	25
J3162	1	2	3	6	8	10	12	14	16	17	18	20	22	24	25
J3163	5	6	7	9	10	13	15	17	18	19	21	22	23	24	25
J3164	1	2	3	4	6	7	8	9	10	12	14	15	17	20	22
J3165	2	3	4	5	7	8	9	10	11	12	13	15	17	21	24
J3166	3	5	6	7	11	12	13	14	16	17	18	20	22	23	24
J3167	1	2	3	5	6	7	8	12	13	14	17	18	19	23	25
J3168	1	2	3	8	9	10	12	14	15	16	18	19	20	23	24
J3169	3	4	6	7	10	11	13	14	15	16	19	21	22	23	24
J3170	1	2	5	6	8	9	10	12	14	15	16	17	21	22	25
J3171	1	6	7	8	12	13	14	15	17	18	19	20	21	22	23
J3172	2	4	5	6	8	9	11	12	13	14	15	17	19	23	25
J3173	1	2	3	5	6	8	9	10	12	14	15	16	21	22	24
J3174	1	2	3	4	5	7	10	12	14	16	20	21	22	24	25
J3175	1	2	3	5	6	7	8	9	10	11	13	17	22	23	24
J3176	1	2	3	6	7	8	11	12	14	15	17	21	22	24	25
J3177	1	3	5	6	7	8	10	14	15	18	19	20	21	23	24
J3178	1	3	4	5	6	7	9	10	14	16	19	20	23	24	25
J3179	3	4	5	7	8	11	12	16	17	18	21	22	23	24	25
J3180	2	4	5	6	8	10	12	13	15	16	17	18	19	20	21
J3181	3	6	7	8	10	11	13	16	18	19	20	21	22	23	24
J3182	1	2	4	5	6	7	9	10	12	15	18	19	21	22	23
J3183	1	4	5	7	8	10	11	13	15	16	17	18	22	24	25
J3184	1	4	5	7	8	12	14	17	18	19	21	22	23	24	25
J3185	1	2	5	6	7	11	12	14	15	17	18	19	20	24	25
J3186	1	5	8	10	11	12	13	15	17	18	19	20	21	23	25
J3187	1	7	11	12	13	14	16	17	19	20	21	22	23	24	25
J3188	2	3	4	6	9	10	12	13	15	16	17	18	20	23	25
J3189	2	4	7	9	11	12	13	15	18	19	20	21	23	24	25
J3190	3	4	5	6	10	12	13	15	16	18	19	21	22	23	25
J3191	1	3	4	5	6	10	11	14	15	17	19	22	23	24	25
J3192	1	2	3	4	5	6	8	9	12	13	18	20	21	24	25
J3193	2	4	6	7	9	10	11	12	13	18	20	22	23	24	25
J3194	1	2	4	6	8	9	12	13	15	17	18	20	21	24	25
J3195	1	2	3	4	5	9	11	13	18	19	20	21	23	24	25
J3196	1	2	3	4	5	7	9	12	13	17	19	20	21	22	25
J3197	3	4	6	9	11	12	13	15	16	18	19	20	22	24	25
J3198	2	3	5	6	7	8	9	10	12	14	16	20	22	24	25
J3199	1	2	4	8	10	11	13	14	15	20	21	22	23	24	25
J3200	1	2	4	5	6	8	10	12	14	16	17	19	22	23	25
J3201	2	4	5	6	8	10	11	13	19	20	21	22	23	24	25
J3202	3	4	6	8	10	11	12	14	15	17	18	19	22	23	25
J3203	2	3	4	5	10	11	12	15	17	18	19	20	22	24	25
J3204	2	3	5	6	11	12	13	16	17	18	19	20	21	22	23
J3205	1	3	4	7	8	10	12	13	16	17	19	21	23	24	25
J3206	4	5	7	9	10	13	14	15	16	19	20	21	23	24	25
J3207	1	2	3	4	6	8	9	11	12	13	15	17	18	20	23
J3208	1	6	8	9	10	12	13	14	15	16	18	19	20	22	25
J3209	1	2	3	4	7	9	10	11	14	15	16	17	19	20	24
J3210	1	3	4	7	9	10	12	16	17	18	19	20	21	24	25
J3211	1	2	3	5	12	13	15	16	17	18	19	21	22	23	25
J3212	1	4	6	7	10	12	14	15	16	18	19	21	22	23	25
J3213	1	2	4	7	8	9	10	11	13	16	19	20	21	22	25
J3214	2	3	5	7	8	10	11	13	15	18	19	22	23	24	25
J3215	4	5	6	7	8	10	11	13	14	15	16	17	20	22	24
J3216	1	3	4	6	8	9	10	11	12	13	15	16	19	20	25
J3217	2	3	4	5	6	8	9	10	11	16	18	21	22	24	25
J3218	2	3	4	5	6	8	13	15	16	17	20	21	23	24	25
J3219	1	8	9	10	12	13	14	16	18	19	20	22	23	24	25
J3220	1	3	4	6	7	9	10	11	13	15	17	18	19	20	22
J3221	1	2	4	5	6	8	10	11	13	15	16	20	21	23	24
J3222	1	2	6	7	8	9	12	15	16	18	19	20	21	23	24
J3223	1	3	6	7	8	9	12	13	16	18	19	20	22	23	25
J3224	1	2	3	5	6	8	10	14	16	17	18	20	22	23	25
J3225	1	2	3	4	8	11	12	15	16	17	18	20	21	22	25
J3226	1	2	3	4	6	8	9	11	12	14	15	18	19	20	22
J3227	1	4	5	6	7	8	9	12	13	14	15	17	19	20	21
J3228	4	5	6	7	8	9	10	11	12	16	19	20	21	23	25
J3229	1	4	7	8	10	11	12	13	14	17	19	20	22	23	25
J3230	1	3	4	5	6	9	10	11	12	13	16	19	20	21	22
J3231	1	2	3	4	5	6	9	16	18	19	20	22	23	24	25
J3232	1	4	5	6	7	9	10	12	13	14	16	17	20	22	25
J3233	2	3	4	5	6	7	11	14	15	16	19	20	21	23	24
J3234	5	6	9	10	11	12	14	16	17	18	19	21	22	23	24
J3235	2	3	6	7	10	11	12	15	16	17	19	20	21	22	24
J3236	1	9	10	11	12	13	15	16	17	18	20	22	23	24	25
J3237	1	2	5	6	7	9	10	11	13	16	18	20	21	23	24
J3238	1	4	5	9	10	11	13	14	16	17	18	20	21	22	24
J3239	2	3	4	7	8	9	10	11	14	15	16	17	18	22	24
J3240	2	3	5	8	9	11	12	13	14	15	17	18	20	22	23
J3241	2	4	5	7	8	10	12	13	14	16	18	22	23	24	25
J3242	1	2	3	5	7	10	12	15	16	17	18	20	21	23	25
J3243	1	5	7	8	9	10	11	12	14	17	20	22	23	24	25
J3244	1	2	3	4	6	7	9	10	12	14	15	16	17	19	25
J3245	1	3	4	5	6	9	13	15	18	19	20	21	23	24	25
J3246	4	6	7	8	10	14	15	16	19	20	21	22	23	24	25
J3247	2	6	8	10	11	12	14	15	16	18	19	21	22	23	25
J3248	1	3	4	5	6	8	10	11	12	14	16	18	19	20	25
J3249	1	3	5	6	7	8	10	11	12	13	14	16	20	21	22
J3250	1	2	3	4	7	8	9	10	11	12	13	14	19	22	23
J3251	1	2	3	6	7	8	9	10	16	17	18	19	20	21	23
J3252	5	8	10	11	12	14	15	16	17	18	20	21	23	24	25
J3253	1	3	9	11	12	13	15	17	18	19	20	21	23	24	25
J3254	3	4	5	6	7	8	10	11	16	17	18	19	21	22	24
J3255	1	2	5	6	7	8	9	10	12	16	19	20	21	24	25
J3256	1	2	3	6	9	10	11	13	14	15	16	18	19	21	24
J3257	1	2	3	5	6	8	9	10	11	13	14	16	19	22	25
J3258	2	3	4	5	7	9	10	11	12	13	19	20	21	23	25
J3259	1	3	4	6	8	9	10	11	12	14	15	18	22	23	25
J3260	1	2	4	6	11	14	15	16	17	18	21	22	23	24	25
J3261	3	4	5	6	7	8	10	11	12	14	15	16	21	24	25
J3262	1	3	6	7	8	9	10	12	13	14	15	18	19	20	24
J3263	2	4	6	8	11	13	14	15	16	17	19	20	21	22	24
J3264	3	4	5	6	7	9	10	11	13	14	16	20	21	23	25
J3265	2	3	5	6	7	8	10	13	15	16	17	19	20	23	24
J3266	1	3	4	5	6	9	10	11	12	13	14	16	17	20	23
J3267	1	3	4	5	8	10	11	13	15	18	19	20	22	23	24
J3268	1	2	6	7	10	11	12	14	16	17	18	20	23	24	25
J3269	2	4	5	7	8	10	11	12	14	16	18	19	21	23	24
J3270	1	2	3	5	6	9	10	12	14	16	17	18	19	22	25
J3271	1	4	5	7	8	9	10	11	13	15	16	18	21	23	25
J3272	1	2	3	6	7	8	10	13	14	15	16	18	22	23	25
J3273	2	4	6	7	8	10	12	15	16	17	21	22	23	24	25
J3274	1	2	3	4	5	7	8	11	14	16	19	20	23	24	25
J3275	3	4	5	6	9	10	11	13	14	15	19	20	22	23	24
J3276	2	4	5	7	8	9	10	13	14	15	16	19	20	22	24
J3277	1	3	7	8	9	10	11	13	15	16	18	20	21	24	25
J3278	5	6	7	8	11	12	13	17	18	19	20	21	22	24	25
J3279	2	4	5	7	9	10	14	17	18	19	21	22	23	24	25
J3280	2	4	5	8	10	11	12	14	15	17	18	20	22	24	25
J3281	3	5	6	8	9	11	12	13	14	16	17	21	22	23	24
J3282	6	7	8	9	10	11	12	16	17	18	19	21	22	24	25
J3283	9	10	11	13	14	15	16	17	18	19	21	22	23	24	25
J3284	3	4	5	6	8	14	16	17	18	19	20	21	22	24	25
J3285	1	3	4	6	7	9	10	11	13	14	15	17	20	23	24
J3286	1	4	5	6	7	8	11	13	14	18	20	21	23	24	25
J3287	1	2	3	4	6	11	12	13	14	15	16	20	22	23	25
J3288	1	2	3	4	6	8	9	10	11	12	13	14	18	22	24
J3289	1	2	4	5	7	9	11	13	14	16	19	20	21	22	24
J3290	1	4	7	8	11	12	13	14	15	17	18	19	21	24	25
J3291	1	3	4	5	6	7	10	12	14	15	16	17	18	20	23
J3292	1	3	5	6	8	9	10	12	13	17	18	19	21	24	25
J3293	2	3	7	9	10	11	12	15	16	18	19	20	22	24	25
J3294	1	2	6	9	10	12	13	16	17	18	19	20	22	24	25
J3295	1	2	3	5	7	8	10	11	13	16	17	20	21	22	25
J3296	1	2	5	6	8	10	11	13	15	17	18	19	20	21	22
J3297	5	6	7	9	10	12	13	15	17	20	21	22	23	24	25
J3298	1	3	4	6	7	10	11	15	17	18	19	20	21	22	24
J3299	1	2	3	6	7	9	10	13	14	15	17	20	22	24	25
J3300	2	3	4	5	8	11	12	14	15	16	18	21	22	24	25
J3301	3	4	5	7	8	10	11	14	15	18	19	20	22	24	25
J3302	1	2	3	5	6	8	9	10	11	12	13	15	19	24	25
J3303	2	3	4	5	6	7	8	13	16	18	20	21	22	23	24
J3304	1	3	4	5	7	9	10	11	12	14	15	19	20	21	23
J3305	3	4	5	7	8	9	12	13	17	19	20	21	23	24	25
J3306	4	5	6	8	9	10	11	14	15	17	18	19	21	22	24
J3307	1	5	8	9	10	11	12	16	18	19	21	22	23	24	25
J3308	1	6	7	8	10	11	12	13	14	15	16	18	23	24	25
J3309	2	3	5	9	10	11	13	14	15	18	19	21	22	23	25
J3310	1	2	4	5	6	7	10	12	13	16	18	19	20	21	24
J3311	2	3	4	5	6	9	10	11	12	14	17	19	20	22	24
J3312	1	2	3	4	5	6	8	9	13	15	16	17	20	21	25
J3313	1	4	5	6	7	9	11	13	14	16	17	18	19	20	24
J3314	1	2	3	5	6	7	8	10	13	14	15	17	19	22	25
J3315	2	3	4	6	7	8	9	11	12	14	17	18	21	24	25
J3316	2	3	7	10	11	14	15	16	17	18	20	21	22	23	25
J3317	1	2	3	4	5	6	11	12	13	14	18	20	21	22	25
J3318	1	3	6	9	10	11	12	13	14	15	19	20	22	24	25
J3319	1	4	5	6	7	14	15	16	17	19	20	21	22	23	25
J3320	2	3	4	5	6	8	9	12	15	17	18	19	22	24	25
J3321	2	4	7	8	10	11	12	15	16	17	18	20	22	24	25
J3322	2	3	6	7	8	9	10	11	13	14	15	16	17	22	23
J3323	3	4	5	6	8	9	11	14	16	19	20	21	22	23	24
J3324	2	3	4	6	7	10	11	12	13	14	15	16	20	22	24
J3325	1	3	4	6	7	10	12	14	17	18	20	22	23	24	25
J3326	1	2	3	6	10	11	12	13	15	16	19	20	21	22	23
J3327	2	9	10	11	13	14	15	16	17	19	20	21	22	23	24
J3328	1	2	4	5	6	7	10	13	14	15	17	19	21	22	23
J3329	1	3	4	5	8	11	12	13	15	16	19	22	23	24	25
J3330	1	2	7	9	10	12	13	14	15	18	21	22	23	24	25
J3331	3	5	6	7	8	9	10	11	12	15	17	18	21	23	25
J3332	1	4	5	6	7	8	9	11	15	16	17	18	19	20	21
J3333	1	3	4	5	8	9	11	13	15	19	20	21	22	24	25
