Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Bola16;Bola17;Bola18;Bola19;Bola20;Rateio 20 acertos;Rateio 19 acertos;Rateio 18 acertos;Rateio 17 acertos;Rateio 16 acertos;Rateio 15 acertos;Rateio Nenhum Número
600;08/03/2006;3;4;5;7;11;12;17;28;29;30;36;38;42;55;65;75;78;87;90;93;R$1.835.350,93;R$38.310,60;R$2.099,21;R$105,87;R$17,01;-;R$0,00
601;11/03/2006;2;3;8;13;18;28;30;42;44;51;71;72;75;79;82;86;88;90;92;97;R$0,00;R$21.708,69;R$1.418,16;R$66,50;R$9,40;-;R$0,00
602;15/03/2006;0;13;18;19;22;28;31;33;39;41;42;45;46;53;55;71;80;86;88;99;R$1.148.213,52;R$20.502,16;R$1.043,75;R$57,31;R$10,17;-;R$0,00
603;18/03/2006;13;17;19;24;31;39;44;52;53;57;62;64;67;74;75;76;81;89;91;95;R$0,00;R$67.689,75;R$1.353,80;R$84,08;R$13,54;-;R$0,00
604;22/03/2006;2;8;12;15;24;29;48;50;52;57;61;67;68;72;73;75;76;88;90;97;R$0,00;R$23.285,46;R$1.746,41;R$97,81;R$16,63;-;R$0,00
605;25/03/2006;0;3;4;11;13;14;22;26;29;34;40;51;57;64;66;72;74;75;76;91;R$0,00;R$23.058,71;R$2.111,01;R$113,37;R$17,09;-;R$0,00
606;29/03/2006;5;11;12;19;26;28;35;51;52;57;58;60;70;72;75;77;83;85;94;98;R$0,00;R$32.654,83;R$1.985,76;R$102,17;R$16,62;-;R$0,00
607;01/04/2006;2;11;20;29;30;35;37;47;59;64;72;75;78;79;82;84;89;92;94;99;R$0,00;R$37.261,58;R$1.996,16;R$109,19;R$17,29;-;R$167.677,12
608;05/04/2006;13;16;18;25;29;43;50;52;53;54;55;58;61;64;67;77;79;80;82;91;R$0,00;R$35.238,45;R$1.518,90;R$88,92;R$14,07;-;R$0,00
609;08/04/2006;1;3;9;24;27;29;35;50;57;59;60;68;69;71;72;78;83;84;89;90;R$0,00;R$30.976,90;R$2.013,50;R$109,50;R$18,12;-;R$0,00
610;12/04/2006;0;1;12;13;15;16;17;18;20;40;48;50;52;57;58;59;62;64;85;96;R$5.093.186,91;R$48.058,52;R$1.716,38;R$95,93;R$16,11;-;R$0,00
611;15/04/2006;0;8;10;13;20;23;24;36;39;41;43;46;47;48;49;57;58;74;96;99;R$0,00;R$32.774,32;R$1.820,80;R$107,11;R$16,69;-;R$0,00
612;19/04/2006;0;9;10;13;17;25;27;34;38;50;59;60;66;67;75;80;85;87;89;98;R$1.120.161,68;R$16.483,63;R$1.342,56;R$85,24;R$14,67;-;R$0,00
613;22/04/2006;3;9;11;13;17;21;31;32;34;43;45;49;57;63;66;67;78;85;94;95;R$0,00;R$26.863,07;R$1.622,60;R$83,92;R$13,90;-;R$0,00
614;26/04/2006;10;11;12;13;19;21;24;31;36;44;46;47;50;62;69;75;77;85;86;90;R$1.051.839,57;R$34.995,97;R$2.014,16;R$99,89;R$15,95;-;R$0,00
615;29/04/2006;2;14;28;41;43;46;47;52;57;58;60;64;65;69;71;72;74;75;77;92;R$538.768,75;R$17.723,77;R$1.254,04;R$71,51;R$10,60;-;R$0,00
616;03/05/2006;0;11;16;17;23;26;27;43;45;47;51;59;66;67;69;73;74;75;82;85;R$0,00;R$28.835,92;R$1.288,76;R$72,46;R$12,12;-;R$0,00
617;06/05/2006;9;26;27;32;36;37;41;43;54;55;56;58;61;62;84;85;89;91;95;96;R$1.042.252,80;R$42.661,88;R$1.902,12;R$104,76;R$17,37;-;R$149.316,60
618;10/05/2006;8;13;14;24;27;30;31;32;43;49;57;58;59;71;76;80;86;87;96;98;R$0,00;R$21.662,35;R$2.384,85;R$120,12;R$18,44;-;R$0,00
619;13/05/2006;4;7;10;15;22;26;38;39;44;49;54;58;61;66;70;75;81;89;91;99;R$959.988,18;R$32.599,39;R$1.845,25;R$100,45;R$17,06;-;R$146.697,27
620;17/05/2006;0;8;14;28;29;30;32;35;42;55;57;58;63;70;76;80;88;89;91;92;R$0,00;R$39.772,63;R$2.460,16;R$120,67;R$20,32;-;R$0,00
621;21/05/2006;0;1;3;7;18;23;25;31;33;36;37;41;42;48;58;65;77;83;87;89;R$0,00;R$17.411,93;R$1.209,16;R$82,71;R$13,65;-;R$0,00
622;24/05/2006;0;2;5;7;11;13;20;25;32;35;37;42;52;54;66;78;87;91;97;98;R$0,00;R$23.253,44;R$1.478,54;R$86,27;R$14,35;-;R$0,00
623;27/05/2006;12;14;15;32;36;40;42;53;56;66;72;75;76;77;82;85;87;90;92;96;R$0,00;R$25.935,69;R$1.576,20;R$89,54;R$15,36;-;R$142.646,33
624;31/05/2006;8;9;10;21;22;23;41;45;47;49;52;56;60;62;64;66;74;77;93;96;R$2.373.904,68;R$48.306,75;R$1.767,32;R$89,56;R$15,43;-;R$0,00
625;03/06/2006;2;4;9;17;20;23;24;26;31;33;35;42;52;58;61;62;68;74;76;85;R$0,00;R$18.876,90;R$1.413,25;R$78,73;R$13,57;-;R$0,00
626;07/06/2006;0;6;7;16;17;20;21;22;27;30;31;34;35;52;56;67;68;72;75;91;R$1.096.707,71;R$23.513,01;R$2.074,68;R$117,23;R$18,03;-;R$141.078,09
627;10/06/2006;0;9;24;27;28;30;31;37;47;53;61;72;78;81;83;84;86;87;92;93;R$0,00;R$42.598,18;R$2.344,86;R$126,93;R$19,00;-;R$0,00
628;14/06/2006;14;17;18;21;31;35;37;43;45;47;55;59;62;70;71;72;77;79;81;88;R$0,00;R$25.485,94;R$1.460,98;R$85,14;R$14,60;-;R$114.686,74
629;17/06/2006;5;8;10;12;27;28;33;35;38;39;44;51;59;63;65;69;78;81;82;94;R$0,00;R$24.401,09;R$1.461,14;R$80,02;R$13,83;-;R$0,00
630;21/06/2006;0;4;5;10;18;26;31;40;44;47;50;57;59;61;64;71;72;78;87;92;R$0,00;R$18.206,74;R$1.923,25;R$100,03;R$16,67;-;R$0,00
631;24/06/2006;1;4;18;20;21;31;38;39;42;55;62;66;67;71;75;79;82;93;98;99;R$0,00;R$26.735,88;R$1.831,23;R$103,00;R$16,88;-;R$0,00
632;28/06/2006;3;8;9;28;32;35;36;38;42;43;59;62;64;68;78;88;89;94;95;97;R$0,00;R$27.164,27;R$1.579,32;R$89,61;R$15,33;-;R$0,00
633;01/07/2006;11;12;15;16;23;24;27;37;45;56;57;61;64;68;69;73;88;91;96;97;R$3.392.829,14;R$15.754,21;R$1.325,12;R$79,00;R$14,32;-;R$141.787,94
634;05/07/2006;4;11;12;13;16;19;21;28;31;36;47;48;51;52;59;70;83;85;89;94;R$0,00;R$16.509,69;R$1.699,53;R$89,25;R$14,76;-;R$0,00
635;08/07/2006;1;3;4;5;7;8;24;26;27;33;41;56;61;65;69;71;76;80;82;92;R$0,00;R$23.716,45;R$1.799,18;R$96,27;R$15,64;-;R$0,00
636;12/07/2006;2;3;6;11;13;17;19;33;34;35;37;42;50;58;63;65;66;85;86;91;R$1.384.660,14;R$16.692,79;R$1.236,51;R$72,19;R$12,18;-;R$0,00
637;15/07/2006;6;10;17;18;25;26;32;55;59;60;68;71;77;80;83;84;91;92;95;97;R$0,00;R$15.607,76;R$2.046,92;R$102,29;R$17,43;-;R$0,00
638;19/07/2006;4;7;12;13;15;17;34;38;46;55;56;62;71;77;79;81;83;87;88;96;R$0,00;R$37.551,59;R$1.632,68;R$99,95;R$15,73;-;R$0,00
639;22/07/2006;0;12;18;19;23;28;30;33;37;46;50;58;62;65;66;73;76;91;98;99;R$0,00;R$25.584,17;R$1.513,04;R$84,60;R$13,77;-;R$0,00
640;26/07/2006;0;3;4;7;13;15;16;17;24;33;36;37;39;41;57;58;62;71;88;89;R$0,00;R$15.378,98;R$1.316,22;R$66,07;R$11,51;-;R$0,00
641;29/07/2006;9;13;16;21;31;36;38;39;42;43;51;58;67;73;88;89;93;95;96;99;R$0,00;R$39.105,55;R$1.533,55;R$81,71;R$14,82;-;R$0,00
642;02/08/2006;14;25;26;36;40;44;45;46;56;61;64;75;79;83;88;92;93;95;97;99;R$0,00;R$26.726,10;R$1.603,56;R$88,66;R$15,07;-;R$80.178,32
643;05/08/2006;3;10;14;15;19;30;38;39;45;52;54;57;64;66;69;74;75;85;91;96;R$1.995.092,19;R$21.387,41;R$1.703,43;R$91,01;R$15,27;-;R$0,00
644;09/08/2006;4;11;13;16;33;37;47;51;56;57;62;68;72;82;84;90;92;94;95;96;R$0,00;R$32.409,04;R$1.473,14;R$95,95;R$15,31;-;R$0,00
645;12/08/2006;3;9;15;21;22;32;35;37;40;43;49;54;58;73;78;82;83;86;90;95;R$0,00;R$28.830,53;R$1.909,31;R$99,39;R$16,88;-;R$0,00
646;16/08/2006;0;1;7;11;12;21;23;25;26;30;36;41;45;48;59;61;72;87;91;94;R$0,00;R$19.803,54;R$1.174,79;R$67,70;R$12,18;-;R$0,00
647;19/08/2006;1;3;13;18;25;34;38;45;47;50;51;52;68;69;78;82;89;90;91;92;R$0,00;R$20.355,48;R$1.659,42;R$81,68;R$14,05;-;R$0,00
648;23/08/2006;1;3;10;20;26;28;30;35;36;50;56;57;61;62;73;81;88;89;91;98;R$0,00;R$40.817,00;R$1.991,07;R$112,49;R$17,85;-;R$0,00
649;26/08/2006;11;14;18;19;25;28;34;37;40;46;48;49;52;56;71;72;74;77;81;99;R$0,00;R$21.741,82;R$1.765,83;R$91,82;R$14,79;-;R$0,00
650;30/08/2006;2;5;24;27;42;43;44;51;53;57;60;64;70;71;78;81;85;94;97;99;R$0,00;R$23.896,03;R$1.442,00;R$80,86;R$13,40;-;R$0,00
651;02/09/2006;0;1;10;25;30;37;39;43;45;51;53;55;56;59;60;63;74;77;78;93;R$5.054.622,57;R$18.537,08;R$995,60;R$61,29;R$11,51;-;R$0,00
652;06/09/2006;3;4;6;8;12;17;18;25;28;35;37;48;53;58;61;68;70;72;90;95;R$273.377,67;R$33.534,86;R$1.805,72;R$88,25;R$14,37;-;R$0,00
653;09/09/2006;2;3;5;8;18;24;31;34;38;39;49;50;59;61;68;72;84;88;91;94;R$0,00;R$76.629,57;R$2.071,07;R$109,38;R$18,26;-;R$0,00
654;13/09/2006;4;13;23;34;36;51;55;56;61;65;69;70;74;78;79;81;82;90;97;98;R$0,00;R$66.886,67;R$2.211,13;R$144,54;R$21,06;-;R$0,00
655;16/09/2006;1;6;15;18;19;23;27;33;43;57;59;72;73;74;78;79;94;95;98;99;R$0,00;R$40.855,53;R$1.810,06;R$100,25;R$16,31;-;R$0,00
656;20/09/2006;1;3;4;6;12;15;21;23;48;52;56;59;64;73;75;76;78;79;81;95;R$2.102.598,15;R$10.727,64;R$902,65;R$57,42;R$10,55;-;R$139.459,35
657;23/09/2006;6;8;16;21;24;25;26;28;38;54;66;72;76;81;83;84;87;88;90;99;R$0,00;R$25.180,41;R$2.518,04;R$124,06;R$18,12;-;R$125.902,07
658;27/09/2006;1;2;13;16;20;24;32;34;43;44;45;55;61;63;67;76;77;91;93;96;R$0,00;R$22.003,52;R$1.967,80;R$91,55;R$15,26;-;R$0,00
659;30/09/2006;6;7;22;23;29;32;42;47;49;57;58;63;65;74;76;80;86;92;95;96;R$0,00;R$33.908,69;R$1.507,06;R$91,49;R$14,75;-;R$0,00
660;04/10/2006;2;6;11;12;23;30;32;34;36;45;51;57;60;67;71;79;83;88;92;97;R$0,00;R$25.421,13;R$1.276,86;R$87,99;R$15,73;-;R$139.816,23
661;07/10/2006;3;4;7;17;20;29;31;40;43;46;52;64;65;70;72;73;75;76;97;98;R$0,00;R$28.957,44;R$2.393,18;R$119,11;R$18,93;-;R$0,00
662;11/10/2006;12;14;18;21;23;25;26;32;35;37;43;47;49;54;65;66;73;83;89;93;R$0,00;R$10.112,00;R$686,29;R$44,93;R$8,53;-;R$141.568,01
663;14/10/2006;2;8;11;12;23;24;30;31;33;38;43;45;47;49;66;71;72;74;85;86;R$0,00;R$22.785,05;R$1.519,00;R$78,55;R$13,05;-;R$0,00
664;18/10/2006;0;3;11;20;30;32;35;44;46;50;51;53;54;55;57;60;64;70;91;93;R$3.839.315,11;R$14.086,37;R$1.036,46;R$62,15;R$11,38;-;R$0,00
665;21/10/2006;0;1;5;8;10;22;24;30;38;40;44;54;57;59;60;64;72;81;88;99;R$0,00;R$13.579,03;R$901,26;R$56,47;R$10,70;-;R$0,00
666;25/10/2006;0;1;5;15;16;17;18;22;31;32;42;43;47;58;68;77;84;85;91;92;R$0,00;R$19.886,09;R$2.272,69;R$109,87;R$17,34;-;R$0,00
667;28/10/2006;2;5;7;10;20;29;42;45;52;58;59;62;67;69;71;75;79;80;86;91;R$1.427.092,59;R$25.833,69;R$1.699,58;R$102,37;R$16,52;-;R$0,00
668;01/11/2006;9;10;12;23;37;40;42;46;47;49;51;53;57;62;63;71;76;80;81;83;R$0,00;R$22.980,90;R$2.350,32;R$109,03;R$17,30;-;R$0,00
669;04/11/2006;8;9;11;13;16;27;30;37;44;48;66;69;70;74;75;77;84;85;95;97;R$0,00;R$36.463,21;R$1.854,06;R$89,11;R$15,26;-;R$109.389,68
670;08/11/2006;5;12;19;23;34;36;47;54;62;66;67;70;74;77;78;83;85;94;95;96;R$1.236.094,67;R$14.317,69;R$1.153,56;R$67,82;R$11,86;-;R$0,00
671;11/11/2006;3;5;10;12;14;18;37;38;39;41;43;58;67;74;75;80;88;90;97;98;R$0,00;R$47.396,05;R$2.346,34;R$131,74;R$18,95;-;R$0,00
672;18/11/2006;3;12;17;19;29;34;40;46;50;52;57;58;68;70;72;79;82;83;91;95;R$0,00;R$24.369,72;R$1.980,04;R$101,55;R$16,78;-;R$158.403,19
673;22/11/2006;8;11;12;17;19;21;22;28;29;36;43;49;57;58;60;61;65;79;89;91;R$0,00;R$25.282,00;R$1.928,29;R$98,56;R$15,07;-;R$0,00
674;25/11/2006;11;12;23;25;26;29;36;42;49;53;56;71;73;74;78;82;83;87;92;98;R$955.002,35;R$16.002,44;R$1.347,57;R$72,72;R$12,76;-;R$64.009,76
675;29/11/2006;9;10;14;16;17;18;19;20;24;25;37;43;50;51;70;78;80;84;93;98;R$0,00;R$28.350,07;R$1.740,79;R$99,85;R$16,27;-;R$0,00
676;02/12/2006;0;3;7;9;28;34;42;58;64;65;68;69;76;79;84;88;90;91;96;99;R$0,00;R$34.239,29;R$1.887,20;R$94,90;R$15,49;-;R$0,00
677;06/12/2006;2;6;21;25;33;35;36;48;49;51;53;54;68;79;80;83;89;90;91;98;R$1.230.462,36;R$47.228,16;R$3.066,77;R$128,83;R$21,64;-;R$0,00
678;09/12/2006;0;10;19;20;23;35;49;51;52;59;61;62;67;69;76;78;79;81;85;93;R$0,00;R$56.729,16;R$2.493,59;R$125,60;R$19,45;-;R$0,00
679;13/12/2006;0;4;8;11;14;17;23;25;26;32;37;53;59;61;63;67;76;85;86;98;R$0,00;R$13.238,96;R$1.215,82;R$81,25;R$13,69;-;R$0,00
680;16/12/2006;4;9;10;12;13;17;22;28;33;35;42;45;47;48;54;65;69;78;79;99;R$0,00;R$15.801,48;R$1.015,35;R$59,63;R$10,81;-;R$0,00
681;20/12/2006;1;14;16;18;31;33;34;39;43;47;54;57;58;63;70;75;79;83;89;93;R$0,00;R$21.854,81;R$1.714,10;R$88,76;R$14,80;-;R$0,00
682;23/12/2006;2;4;10;18;26;30;41;45;50;52;58;62;64;66;70;72;73;88;91;99;R$0,00;R$15.801,55;R$1.232,23;R$79,18;R$13,72;-;R$134.313,17
683;27/12/2006;1;2;6;14;16;34;45;55;58;59;60;68;70;83;87;89;91;92;95;97;R$0,00;R$25.125,52;R$2.129,29;R$107,80;R$17,86;-;R$0,00
684;30/12/2006;0;1;13;17;21;27;35;37;40;48;52;54;59;64;69;77;79;87;93;99;R$0,00;R$14.734,02;R$1.116,22;R$70,78;R$13,37;-;R$0,00
685;03/01/2007;2;6;19;23;24;27;28;30;38;42;50;54;65;75;76;87;88;96;98;99;R$0,00;R$67.139,88;R$2.295,38;R$123,64;R$19,00;-;R$0,00
686;06/01/2007;2;3;7;11;19;20;21;24;27;39;41;44;47;61;65;68;70;82;83;86;R$2.332.289,22;R$19.437,87;R$1.933,61;R$87,98;R$11,80;-;R$92.329,89
687;10/01/2007;9;11;19;20;24;25;30;36;41;53;63;72;75;76;78;80;89;92;95;97;R$0,00;R$44.131,75;R$2.521,82;R$118,61;R$19,04;-;R$132.395,27
688;13/01/2007;0;8;15;19;29;31;33;34;37;40;52;53;65;72;77;78;89;94;96;99;R$0,00;R$36.810,35;R$2.183,67;R$101,87;R$11,73;-;R$0,00
689;17/01/2007;8;12;20;22;23;26;32;38;44;55;63;68;69;70;77;85;86;89;94;96;R$0,00;R$24.679,24;R$2.010,90;R$98,85;R$16,11;-;R$0,00
690;20/01/2007;4;5;7;11;14;18;43;47;52;55;63;65;67;73;77;84;87;91;92;93;R$0,00;R$16.519,59;R$1.432,82;R$85,41;R$14,10;-;R$0,00
691;24/01/2007;9;18;29;31;38;42;43;44;45;47;52;58;59;60;68;82;85;92;98;99;R$0,00;R$40.547,62;R$1.773,96;R$95,47;R$15,88;-;R$0,00
692;27/01/2007;3;4;12;14;18;21;28;34;35;45;50;51;52;61;65;68;75;78;82;88;R$0,00;R$17.579,18;R$1.443,70;R$88,83;R$14,79;-;R$0,00
693;31/01/2007;3;4;13;14;19;22;24;26;38;43;47;51;62;65;67;68;69;72;90;97;R$0,00;R$28.131,29;R$1.997,49;R$106,36;R$16,47;-;R$0,00
694;03/02/2007;6;9;14;17;19;24;41;42;47;58;64;67;68;69;71;72;75;86;87;97;R$4.424.339,43;R$18.889,66;R$1.373,80;R$78,62;R$13,32;-;R$188.896,59
695;07/02/2007;2;7;17;22;33;37;46;51;54;60;61;65;66;70;74;76;77;78;80;88;R$0,00;R$49.300,65;R$1.839,58;R$110,62;R$16,98;-;R$0,00
696;10/02/2007;11;13;22;23;25;31;37;44;61;64;70;71;72;75;77;79;80;84;87;94;R$905.809,48;R$15.289,01;R$1.520,45;R$94,54;R$14,93;-;R$0,00
697;14/02/2007;1;5;6;11;17;26;39;40;44;46;48;53;54;65;68;75;78;80;89;94;R$0,00;R$29.780,53;R$2.205,96;R$116,12;R$19,16;-;R$0,00
698;17/02/2007;8;14;15;16;26;27;30;39;41;44;48;67;74;75;82;86;87;88;91;94;R$0,00;R$41.674,55;R$1.923,44;R$122,00;R$18,72;-;R$0,00
699;21/02/2007;3;7;10;17;22;23;27;28;44;46;47;55;67;74;77;81;88;93;95;96;R$0,00;R$28.205,76;R$1.282,08;R$79,56;R$12,96;-;R$0,00
700;24/02/2007;6;11;16;25;26;27;29;37;39;47;51;53;63;69;76;84;89;90;91;96;R$0,00;R$45.247,06;R$2.281,37;R$118,20;R$19,04;-;R$0,00
701;28/02/2007;0;1;26;39;48;51;54;63;64;67;70;77;79;81;84;88;91;92;95;97;R$0,00;R$11.942,03;R$1.301,74;R$69,99;R$7,07;-;R$0,00
702;03/03/2007;1;17;18;22;32;33;38;53;57;66;69;72;75;76;77;79;81;84;97;99;R$2.961.520,94;R$21.021,39;R$1.292,30;R$76,85;R$12,58;-;R$157.660,42
703;07/03/2007;7;8;12;16;30;32;33;39;43;49;56;66;70;71;72;79;84;87;92;96;R$0,00;R$47.728,22;R$2.272,77;R$120,56;R$19,70;-;R$119.320,56
704;10/03/2007;10;14;15;24;38;42;46;49;53;57;60;64;68;75;89;91;92;95;96;99;R$749.883,59;R$23.752,85;R$1.653,68;R$99,59;R$15,68;-;R$130.640,68
705;14/03/2007;5;13;16;18;19;36;37;38;43;45;50;51;57;58;70;72;73;75;84;96;R$342.227,26;R$28.518,94;R$1.521,01;R$75,52;R$12,76;-;R$0,00
706;17/03/2007;8;14;15;32;33;37;46;51;55;62;63;65;66;77;81;82;84;87;92;98;R$468.882,54;R$23.653,79;R$1.609,10;R$87,21;R$14,32;-;R$118.268,95
707;21/03/2007;3;5;7;13;21;25;26;28;34;42;47;52;65;72;76;80;82;86;93;99;R$0,00;R$24.579,25;R$1.340,69;R$82,92;R$14,02;-;R$0,00
708;24/03/2007;1;18;19;24;27;28;31;42;46;49;50;64;65;74;82;85;86;91;93;99;R$0,00;R$19.306,54;R$2.145,18;R$102,49;R$15,98;-;R$115.839,29
709;28/03/2007;2;4;7;11;12;13;20;36;37;41;42;45;53;67;68;74;76;81;88;93;R$0,00;R$39.158,88;R$2.216,54;R$109,18;R$17,18;-;R$0,00
710;31/03/2007;3;6;18;24;28;38;42;46;50;52;58;59;60;62;66;69;72;75;95;96;R$0,00;R$23.619,47;R$1.443,41;R$88,71;R$14,00;-;R$0,00
711;04/04/2007;5;6;12;13;19;20;32;35;45;49;51;55;66;68;82;86;87;88;95;99;R$0,00;R$36.019,62;R$1.616,26;R$91,01;R$15,24;-;R$0,00
712;07/04/2007;2;10;14;17;22;29;31;33;38;40;47;48;57;76;80;85;93;94;96;97;R$0,00;R$19.335,91;R$1.536,63;R$84,61;R$14,92;-;R$116.015,48
713;11/04/2007;2;6;12;15;22;25;27;28;31;46;54;57;59;60;64;78;80;82;84;87;R$1.538.661,04;R$42.430,66;R$1.538,93;R$92,36;R$15,63;-;R$148.507,29
714;14/04/2007;9;15;29;32;34;35;48;49;55;60;61;66;69;71;87;90;91;93;97;98;R$0,00;R$39.272,45;R$2.103,88;R$101,80;R$13,27;-;R$117.817,35
715;18/04/2007;2;8;10;14;27;34;38;53;54;56;57;64;66;69;71;76;80;82;86;99;R$0,00;R$21.546,90;R$1.911,42;R$91,32;R$14,58;-;R$0,00
716;23/04/2007;9;11;13;18;25;28;31;40;43;60;62;73;74;75;81;84;85;87;96;98;R$0,00;R$73.846,32;R$2.171,95;R$113,18;R$17,85;-;R$0,00
717;25/04/2007;1;5;6;15;20;21;23;24;26;28;31;39;42;43;60;64;69;73;77;97;R$0,00;R$54.064,92;R$1.501,81;R$89,92;R$15,40;-;R$0,00
718;28/04/2007;2;9;21;31;41;42;46;48;52;59;68;70;71;72;75;81;82;94;95;98;R$0,00;R$38.155,31;R$2.136,70;R$118,15;R$18,26;-;R$0,00
719;02/05/2007;3;12;13;18;21;25;27;28;34;36;41;45;47;51;58;62;84;85;91;95;R$2.607.956,17;R$13.007,04;R$905,25;R$46,06;R$9,50;-;R$123.566,92
720;05/05/2007;0;10;15;19;25;34;35;38;40;41;44;45;58;68;74;75;80;89;92;96;R$0,00;R$33.483,38;R$2.190,50;R$106,33;R$16,72;-;R$0,00
721;09/05/2007;1;8;12;18;20;22;36;37;42;49;51;54;60;64;72;74;83;87;90;98;R$0,00;R$22.111,86;R$1.915,20;R$107,88;R$17,19;-;R$121.615,23
722;12/05/2007;0;22;23;30;31;34;36;48;50;54;56;57;59;61;64;67;80;95;97;98;R$0,00;R$23.464,78;R$1.483,41;R$94,27;R$15,95;-;R$0,00
723;16/05/2007;12;13;18;27;31;33;34;37;39;40;45;61;63;67;68;77;81;88;93;95;R$0,00;R$10.881,99;R$1.404,13;R$78,42;R$13,33;-;R$130.583,93
724;19/05/2007;12;15;16;17;27;29;32;34;36;51;52;76;78;79;81;82;86;87;88;98;R$0,00;R$22.918,70;R$1.424,99;R$80,02;R$15,05;-;R$137.512,24
725;23/05/2007;1;3;4;10;26;36;40;46;47;54;62;66;74;75;79;84;85;95;98;99;R$0,00;R$34.086,53;R$1.990,45;R$117,71;R$20,17;-;R$0,00
726;26/05/2007;4;6;11;15;17;30;35;43;44;46;50;58;59;62;66;68;75;76;90;92;R$0,00;R$29.225,97;R$1.391,72;R$70,71;R$7,87;-;R$0,00
727;30/05/2007;3;5;9;10;17;20;23;24;36;41;58;67;72;87;89;90;91;92;94;99;R$0,00;R$51.920,09;R$1.721,11;R$95,55;R$15,99;-;R$0,00
728;02/06/2007;0;1;4;7;9;15;20;26;27;35;44;46;48;50;51;55;63;65;66;87;R$4.438.450,07;R$9.840,35;R$843,46;R$53,10;R$10,39;-;R$177.126,19
729;06/06/2007;0;3;4;8;20;24;26;27;30;33;40;42;46;56;60;62;75;79;89;99;R$0,00;R$33.729,52;R$1.904,09;R$107,60;R$17,00;-;R$0,00
730;09/06/2007;13;23;26;36;37;41;42;47;52;54;60;66;76;77;82;83;88;91;97;98;R$0,00;R$29.687,17;R$1.649,29;R$103,23;R$16,63;-;R$0,00
731;13/06/2007;2;3;13;20;27;30;32;39;44;45;50;63;64;78;82;84;89;92;94;99;R$0,00;R$24.546,17;R$1.607,19;R$112,93;R$17,93;-;R$0,00
732;16/06/2007;5;6;14;16;18;24;35;46;48;56;63;65;70;75;87;89;93;95;97;99;R$0,00;R$18.278,96;R$1.071,30;R$63,59;R$11,29;-;R$0,00
733;20/06/2007;1;7;12;13;24;29;30;38;40;41;46;48;54;63;66;73;74;76;83;89;R$2.518.821,89;R$29.778,09;R$2.025,72;R$121,18;R$18,11;-;R$148.890,45
734;23/06/2007;0;1;9;10;11;26;27;38;42;51;60;61;66;69;70;71;78;79;83;99;R$0,00;R$23.179,82;R$1.439,74;R$93,12;R$14,89;-;R$115.899,09
735;27/06/2007;0;11;18;29;37;39;42;44;53;58;65;68;71;72;73;75;90;97;98;99;R$0,00;R$29.740,36;R$1.966,30;R$103,05;R$16,72;-;R$0,00
736;30/06/2007;0;8;13;14;17;27;33;37;39;41;47;48;55;56;62;66;72;73;78;82;R$0,00;R$19.960,40;R$1.323,91;R$74,54;R$12,40;-;R$129.742,61
737;04/07/2007;2;3;15;18;24;25;34;37;39;44;54;59;69;71;73;77;89;92;93;99;R$0,00;R$25.507,05;R$1.612,52;R$90,52;R$15,23;-;R$0,00
738;07/07/2007;1;5;13;17;33;37;38;49;57;58;64;66;69;72;74;78;80;84;88;89;R$2.235.670,83;R$17.101,66;R$1.095,48;R$62,19;R$10,12;-;R$153.914,98
739;11/07/2007;0;7;14;19;30;39;41;48;49;64;68;72;73;78;84;86;88;92;93;96;R$0,00;R$20.749,40;R$1.501,60;R$97,76;R$15,68;-;R$0,00
740;14/07/2007;16;19;20;32;36;37;44;47;57;59;68;69;75;81;82;86;87;91;93;98;R$0,00;R$32.640,40;R$2.088,99;R$105,49;R$17,41;-;R$0,00
741;18/07/2007;10;11;15;16;17;19;20;35;40;46;50;55;62;66;81;86;90;91;95;98;R$0,00;R$16.814,78;R$829,68;R$58,28;R$11,19;-;R$126.110,91
742;21/07/2007;2;6;9;23;28;34;39;41;44;46;47;69;71;79;80;81;82;83;87;97;R$0,00;R$45.489,11;R$2.702,33;R$141,18;R$21,65;-;R$0,00
743;25/07/2007;9;13;18;20;24;31;34;37;42;46;57;60;62;69;76;80;88;89;92;95;R$0,00;R$10.881,39;R$1.182,76;R$76,95;R$14,05;-;R$136.017,38
744;28/07/2007;0;1;3;5;19;26;27;29;35;49;53;56;61;63;64;66;76;77;83;91;R$0,00;R$20.290,68;R$1.434,70;R$75,15;R$13,23;-;R$0,00
745;01/08/2007;2;4;10;19;22;28;39;44;48;58;59;68;70;73;74;75;78;85;90;91;R$0,00;R$27.465,37;R$1.248,43;R$66,49;R$10,46;-;R$164.792,25
746;04/08/2007;1;2;6;7;13;33;34;37;45;46;47;54;59;62;67;71;74;80;85;90;R$0,00;R$40.929,88;R$1.969,89;R$113,48;R$18,03;-;R$184.184,48
747;08/08/2007;3;5;6;7;10;18;30;40;41;42;45;48;54;65;81;88;92;94;97;98;R$0,00;R$21.436,49;R$1.439,20;R$87,22;R$14,36;-;R$101.823,34
748;11/08/2007;11;13;26;29;31;32;34;35;43;46;49;52;60;69;75;76;83;88;93;98;R$0,00;R$12.725,43;R$1.299,30;R$80,30;R$13,79;-;R$0,00
